Date,Close,High,Low,Open,Volume
2013-02-06,106.84757995605469,106.93943543470374,106.31173686309621,106.31173686309621,3113900
2013-02-07,106.62560272216797,106.8935301652193,105.88308464616613,106.85525314756828,6637600
2013-02-08,106.96244049072266,107.1920909562766,106.6868622681595,106.6868622681595,3573800
2013-02-11,106.80162048339844,106.92409052504058,106.56431944706063,106.87816279936229,2542800
2013-02-12,107.20736694335938,107.3298487066029,106.79399391253841,106.85523479416018,3498600
2013-02-13,107.06962585449219,107.4447220627659,106.78639685507694,107.34520412004825,3387800
2013-02-14,107.06192779541016,107.13848182220099,106.60262699567427,106.69449416392418,3048800
2013-02-15,107.02133178710938,107.22087708652712,106.48411696253253,107.06737709915812,6111300
2013-02-19,107.42032623291016,107.56614408004103,107.07497495361875,107.10566790072203,3944000
2013-02-20,106.58383178710938,107.65826085335098,106.58383178710938,107.44337504010267,5974200
2013-02-21,106.29987335205078,106.58383882505001,105.95452196584021,106.40731626576961,7517900
2013-02-22,107.29749298095703,107.31284530426329,106.56841571419557,106.86005130505677,4158500
2013-02-25,105.64753723144531,107.89616793076051,105.60149194496627,107.69663445255183,10031600
2013-02-26,106.50703430175781,106.64518181170524,105.89307009059951,106.17703541811629,9236100
2013-02-27,107.90384674072266,108.11105052371168,106.39963440158375,106.47638435036357,7404500
2013-02-28,107.65826416015625,108.44873950682803,107.58151420575362,107.78872971432162,11383200
2013-03-01,108.01128387451172,108.134067391445,106.80637766332438,107.35894447591511,6506400
2013-03-04,108.2646255493164,108.28764820784684,107.52019502908226,107.71972863981483,3619700
2013-03-05,109.23924255371094,109.50017372820699,108.74040285479782,108.74040285479782,7962300
2013-03-06,109.62295532226562,109.79947789804497,109.35435386806294,109.6766826393464,4481000
2013-03-07,109.85317993164062,110.04504310825104,109.66898706635101,109.73038468811421,3689100
2013-03-08,110.32896423339844,110.52850937271472,109.90687473800429,110.47478207816172,5680700
2013-03-11,110.78955078125,110.78955078125001,110.21396084820329,110.30605149016047,4373000
2013-03-12,110.82009887695312,111.05033689124986,110.53614529520918,110.73567866205738,5166400
2013-03-13,110.86622619628906,111.05808937821436,110.5822607239681,110.85087386282324,4319500
2013-03-14,111.53385162353516,111.54920394947187,111.09639816229011,111.13477312193515,5361200
2013-03-15,111.3739013671875,111.42772880122567,111.0432035432002,111.3739013671875,10835400
2013-03-18,110.87407684326172,111.4201081948075,110.51262194888349,110.62798663515815,5511200
2013-03-19,110.97404479980469,111.3816408291439,110.3434174428435,111.13553891380728,9298500
2013-03-20,111.36626434326172,111.62773884557257,111.1970721982874,111.40471923708061,5924700
2013-03-21,110.65869140625,111.19702448436121,110.35107585726674,110.83556976017633,6075700
2013-03-22,111.43547058105469,111.46623918849725,110.9586627787638,110.98173336695301,5027800
2013-03-25,110.90477752685547,111.7584240493882,110.4356562534856,111.58153398573216,9603200
2013-03-26,111.72766876220703,111.73535504358499,111.22779057268289,111.25854743297546,4877900
2013-03-27,111.48165130615234,111.5816199683186,110.78949828343218,111.01252967128663,4128900
2013-03-28,111.75849914550781,111.91999328719578,111.38934620921805,111.52008347360879,4346000
2013-04-01,111.80463409423828,112.07379489363795,111.48932037928562,111.74310860828753,8621600
2013-04-02,112.48910522460938,112.66598368800341,112.11226596932026,112.18147775045858,5672300
2013-04-03,111.62000274658203,112.6428414448015,111.47388125615343,112.46596309391568,7661100
2013-04-04,112.10453796386719,112.26603205975739,111.58157731982219,111.78922432075063,7520100
2013-04-05,111.7507553100586,111.90456310306168,110.78175565283499,110.88172426415667,7307400
2013-04-08,112.24303436279297,112.24303436279297,111.32786144250893,111.75854002571846,3865000
2013-04-09,112.6736068725586,113.0196890540068,112.08913260118361,112.34292072468084,5492300
2013-04-10,113.65035247802734,113.86568581287214,113.01973677877803,113.03510934927648,7947100
2013-04-11,114.12712097167969,114.32708166706895,113.53496037245829,113.68108188530964,6975600
2013-04-12,114.14254760742188,114.17331621879357,113.57344564491487,113.81186131129124,8710800
2013-04-15,112.13531494140625,113.76569916828022,112.06610317361314,113.74262857901586,14177400
2013-04-16,113.32730102539062,113.35037160545095,112.56593667905584,113.0350580315847,6974100
2013-04-17,112.24303436279297,112.74292474632864,111.79698320270532,112.70446983455028,10757100
2013-04-18,111.65081787109375,112.3737276842814,111.33551588144148,112.35835511342114,8277100
2013-04-19,111.72852325439453,111.78241477282396,111.12808152835382,111.39751562812145,6028600
2013-04-22,111.86714172363281,112.05959137971156,111.0357577998292,111.91332776170053,11711700
2013-04-23,113.0064468383789,113.08341965747982,111.73627198816105,112.49068314024032,10435300
2013-04-24,112.73694610595703,113.32200026623501,112.69076009250111,113.17573672616552,4963800
2013-04-25,112.9756088256836,113.4836785881863,112.6676941645136,112.88323677657087,4160500
2013-04-26,113.06800842285156,113.27584556240153,112.7908804905919,112.81397350609745,3242600
2013-04-29,113.82242584228516,114.04566227654297,113.09111949340554,113.31435592766336,6132000
2013-04-30,113.94559478759766,114.0148738441688,113.1988891880338,113.83011794711769,8065800
2013-05-01,112.96027374267578,113.78395230400076,112.83710312256464,113.59150261490092,5372800
2013-05-02,113.89933013916016,113.96860914791651,113.09103979844285,113.25269081887433,4340700
2013-05-03,114.97714233398438,115.3312549290484,114.85397171429283,114.90015776012795,5929900
2013-05-06,115.03096008300781,115.16183613719942,114.80772373316832,114.97708030733226,3110600
2013-05-07,115.6699447631836,115.68534402562985,115.03871595723427,115.29275092971731,5361800
2013-05-08,116.19342803955078,116.20882730386163,115.54679989286007,115.5698929162278,4087100
2013-05-09,116.116455078125,116.5244475266917,115.77004794676438,116.16264112948,3948500
2013-05-10,116.27035522460938,116.31655299940607,115.69300637467094,116.17028941136422,4138200
2013-05-13,116.13178253173828,116.24724758872581,115.83925539244865,116.04710424121713,3841500
2013-05-14,117.10940551757812,117.14019227767398,116.13175850134847,116.14715775449065,5551900
2013-05-15,117.6098403930664,117.863875364855,116.90162702301738,116.91702628542154,5770700
2013-05-16,117.35578918457031,117.86385905785374,117.19413806337629,117.50205279168469,8194700
2013-05-17,118.21961975097656,118.29682155049018,117.5016924887313,117.66379977663277,5503200
2013-05-20,118.14236450195312,118.543792474998,117.97254182266711,118.14236450195312,4464700
2013-05-21,118.50527954101562,118.89899234152874,118.02666122751488,118.32772948590151,5734900
2013-05-22,117.98799133300781,119.76352618408669,117.60973325323864,118.65961380853715,12806500
2013-05-23,117.9339828491211,118.29681006880625,116.99217752730083,117.08481025425375,10474400
2013-05-24,117.9339828491211,117.97258374513136,117.13112661773022,117.46308018821095,4535300
2013-05-28,118.79090881347656,119.64006989994185,118.48211332620822,119.04566067321916,9374100
2013-05-29,117.98799133300781,118.30450212658646,117.35498152518784,118.12695217527975,7906200
2013-05-30,118.18877410888672,118.7291514955262,117.80278857852372,118.0034968137488,8231800
2013-05-31,116.64478302001953,118.67505804746693,116.49037944921801,117.81045459180382,7424700
2013-06-03,117.57894134521484,117.61754226428748,116.64486271212897,116.98452017366685,10861300
2013-06-04,117.06163787841797,118.04204397737115,116.42862802209468,117.54025594876033,7956400
2013-06-05,115.26299285888672,116.89956767670738,115.24755014003658,116.73746035648189,9426900
2013-06-06,115.9886245727539,116.00406728854973,114.49099918276059,115.31701367739556,15155100
2013-06-07,117.58657836914062,117.67921108035793,116.3359778710188,116.69108956291454,8087900
2013-06-10,117.50165557861328,118.01887449072926,117.32409385137657,117.94938818125803,4917900
2013-06-11,116.72200775146484,117.66381327272059,116.33602226830567,116.62937500489612,7012500
2013-06-12,115.68756866455078,117.60978059763701,115.56405048377228,117.47853516847105,6901000
2013-06-13,117.154296875,117.33185865908126,115.39420420543712,115.59492417364362,6208200
2013-06-14,116.30516815185547,117.34732206386201,116.09673265771652,117.03082286679958,4639300
2013-06-17,117.169677734375,117.78725647014295,116.606142585929,117.0538868748774,6693100
2013-06-18,118.18877410888672,118.38948234411178,117.27784213197138,117.30872757083283,4807900
2013-06-19,116.63705444335938,118.28135586306178,116.60618079715444,118.0652050016117,9143700
2013-06-20,113.927490234375,115.7030260249094,113.70361203096301,115.672140586135,14309900
2013-06-21,114.27860260009766,114.70406514662473,113.35032819181556,114.51067415308057,10968600
2013-06-24,113.15699768066406,114.04659200499542,112.29834073823001,113.19567826077757,14129300
2013-06-25,113.94599914550781,114.33278121198703,113.41996939719706,114.03109167227932,7592300
2013-06-26,115.09860229492188,115.31521111178411,114.46428584299231,114.71956342362985,6326000
2013-06-27,115.95730590820312,116.35956272575153,115.68656543389027,115.79486398434676,6584600
2013-06-28,114.91295623779297,116.05782786873843,114.85106968968077,115.50860393517732,6719200
2013-07-01,115.58602905273438,116.42148029454304,115.43131848284237,115.66339023951032,4895800
2013-07-02,115.20695495605469,116.1971283722981,114.79696671663979,115.3771400898108,4873800
2013-07-03,115.67880249023438,116.01917267747427,114.68090971733076,114.8124142344635,2589400
2013-07-05,116.82372283935547,116.87786622050622,115.57828342898722,116.59165111125324,5528500
2013-07-08,117.5973129272461,117.91446549405822,117.3342919496781,117.41165314372651,4915600
2013-07-09,118.19284057617188,118.34756282198454,117.75191522582611,118.13096584222696,5200200
2013-07-10,118.13099670410156,118.5796535624901,117.86024450684516,118.17740866851051,6126900
2013-07-11,119.4228744506836,119.60852235016975,118.90458772519165,119.39966846324782,5848400
2013-07-12,119.26034545898438,119.71674532868707,119.04374851052722,119.45373643465315,6349800
2013-07-15,119.62398529052734,119.80190177808947,119.38418224127952,119.56209872884166,2751600
2013-07-16,119.36096954345703,119.70133971175912,119.0747427363008,119.59304118581336,3594600
2013-07-17,119.46925354003906,119.7864176858987,119.26811929941947,119.62396401491,6504400
2013-07-18,120.16551971435547,120.47495263032759,119.56214028278335,119.88703599180997,6823000
2013-07-19,120.15457916259766,120.17007429549255,119.72856347223612,119.96868484515214,4828400
2013-07-22,120.14693450927734,120.38705607606119,119.91455460552972,120.15467617231354,3165700
2013-07-23,120.34062194824219,120.58074359382053,120.12373711873036,120.50329148004445,3394100
2013-07-24,120.13912200927734,120.60386972341311,119.7595679963061,120.53415933919163,3894500
2013-07-25,120.15457916259766,120.25527979742954,119.44195670063539,119.7053148632321,5483500
2013-07-26,120.18560791015625,120.25531830151863,119.03146243607281,119.6588795969884,3859300
2013-07-29,120.00748443603516,120.17015389086835,119.63568373555651,119.9532691639782,2592500
2013-07-30,119.99195098876953,120.51092578413528,119.61239696559478,120.37149319261806,4211000
2013-07-31,119.93775939941406,120.85952528599186,119.72087469896397,120.15464409986417,11784600
2013-08-01,120.75112915039062,120.96027226991554,120.58071798919761,120.75112915039062,4872400
2013-08-02,120.9912109375,121.02220122170307,120.23985610653534,120.4257623537627,3620800
2013-08-05,120.67367553710938,120.84408671285246,120.44904907053998,120.76663460890985,3077100
2013-08-06,119.94544982910156,120.35598221196206,119.60462781631395,120.34822873573829,3582300
2013-08-07,119.70532989501953,119.86799926253461,119.29479746667768,119.53493068907135,4341600
2013-08-08,119.82162475585938,120.41031035400657,119.27941278133767,120.3173631067556,5071200
2013-08-09,119.37225341796875,120.02290720629993,118.7680732117578,119.66660186382887,4550300
2013-08-12,119.31036376953125,119.51950684699632,118.78364706401257,118.86109914576609,3697300
2013-08-13,119.62796020507812,120.03849291600916,118.7759044922026,119.61246505957139,4752500
2013-08-14,118.76036834716797,119.6201535214066,118.59769894002723,119.4962278704678,6372100
2013-08-15,117.05624389648438,117.81535194798941,116.94005991886947,117.81535194798941,10021900
2013-08-16,116.87229919433594,117.30717096985798,116.63156745069818,116.93442542646298,7035200
2013-08-19,116.2820053100586,117.04303018125599,116.21987913801208,116.71687666502854,4174100
2013-08-20,116.28981018066406,116.80234240493947,116.14226194797627,116.41406257128115,3845900
2013-08-21,115.42789459228516,116.4218905878558,115.31917665056233,116.04914505185855,9497100
2013-08-22,116.01805877685547,116.18114158989668,115.52883403646223,115.59872159232337,4227000
2013-08-23,116.35192108154297,116.49169611559368,115.75396689848924,116.16554252011673,9601600
2013-08-26,115.87039947509766,116.69355030299364,115.85486497381115,116.35186237080605,5770200
2013-08-27,114.54256439208984,115.50550275851214,114.47267685766347,115.07839252141508,11440200
2013-08-28,114.96183013916016,115.2724609595343,114.44153684555695,114.48036717927299,4842500
2013-08-29,115.12500762939453,115.69189305065834,114.79109255297024,114.9464021664086,4695500
2013-08-30,114.8143310546875,115.25696382436739,114.48816562520794,115.25696382436739,6326800
2013-09-03,115.01626586914062,115.8627131588482,114.62798599136342,115.61422019873876,5430300
2013-09-04,115.84716033935547,116.02577758644756,114.79105061407853,114.94636017077457,4577700
2013-09-05,115.8005142211914,116.25869319469714,115.72286540402474,115.84710588136221,6021300
2013-09-06,115.77726745605469,116.46064369311026,114.7522149498304,116.25096928413019,9001900
2013-09-09,116.84893035888672,117.08966195217232,116.08013204701612,116.09566655768738,4402500
2013-09-10,117.87394714355469,117.89725482716621,117.33813110632597,117.6254542950458,7917100
2013-09-11,118.93016815185547,118.95346400564792,117.85852332930422,117.89735370208034,7044000
2013-09-12,118.83683013916016,119.13192636912203,118.64269037720643,119.06980022337476,5555700
2013-09-13,119.34945678710938,119.43487882421758,118.9767114658009,119.07765616466688,4829600
2013-09-16,120.32014465332031,120.74725479727616,120.10270891628079,120.623002419151,6569000
2013-09-17,120.59192657470703,120.76277062261997,120.35119501156377,120.38226402901611,4517600
2013-09-18,121.67906951904297,121.96639264677603,120.09488202980087,120.49093482678823,9637300
2013-09-19,121.39176940917969,121.85769793309284,121.31410873051621,121.8188675937611,7626600
2013-09-20,120.05660247802734,121.52715919169522,120.05660247802734,121.50381796389458,9381000
2013-09-23,119.59759521484375,120.07222017672693,119.29414724724306,119.908819637657,8662000
2013-09-24,119.091796875,119.83875183638852,119.00620840934555,119.62089244607652,5774900
2013-09-25,118.59381866455078,119.34855000069048,118.41486529928991,119.24739676828668,7187200
2013-09-26,119.00619506835938,119.46525502702279,118.63272356575567,118.81167692935504,5026300
2013-09-27,118.43049621582031,118.609449681023,118.08035386885837,118.50051993623201,6634800
2013-09-30,117.48902893066406,117.90918314799401,117.06108638457184,117.32562836853708,9426100
2013-10-01,117.97142791748047,118.08814599437149,117.31007297157328,117.48902644253026,8616300
2013-10-02,117.47335815429688,117.56673490802767,116.82755668968322,117.41111094262358,8895300
2013-10-03,116.45416259765625,117.30225915886741,116.06512617077594,117.22445899696109,10949200
2013-10-04,117.04548645019531,117.14663971410916,116.26741364457828,116.46193184598255,6867800
2013-10-07,115.93283081054688,116.59419734602882,115.86280711783384,116.02619573416426,6081100
2013-10-08,114.78904724121094,116.04174457496812,114.7657060135123,115.93281488822599,10388000
2013-10-09,114.98362731933594,115.40379338911164,114.3456136311846,114.91360359852393,11075200
2013-10-10,117.45790100097656,117.4967951515903,116.00289647101135,116.04180249407645,12792200
2013-10-11,118.39923858642578,118.43814456872427,117.30215399677839,117.426648391158,8186000
2013-10-14,118.88961791992188,118.95186521663014,117.551330721839,117.63691927075561,6470100
2013-10-15,117.7535400390625,118.88953160242171,117.75354003906249,118.73391940985931,8144700
2013-10-16,119.44969177246094,119.48080944812914,118.45375993686258,118.55490128711725,8714800
2013-10-17,119.41858673095703,119.50417519716369,118.30594854271673,118.35263100202103,9916600
2013-10-18,119.64447784423828,119.8002625414521,119.0914285006771,119.69121206484138,7714400
2013-10-21,119.58997344970703,119.76912529735004,119.38745448652853,119.71460598963834,3588300
2013-10-22,120.15081024169922,120.62596140916548,119.81587365568228,119.97944346749084,7501700
2013-10-23,119.81592559814453,119.97949548086372,119.42645764894077,119.80812863236459,5428400
2013-10-24,120.57928466796875,120.69612030353782,120.03403189261458,120.10413327395602,5182600
2013-10-25,121.08551025390625,121.08551025390625,120.57141001740017,120.6648903512449,4565000
2013-10-28,121.023193359375,121.2412943278514,120.72720597964921,120.89077576320084,4968800
2013-10-29,121.90328216552734,121.90328216552734,121.21781581705109,121.28792897403648,5779100
2013-10-30,121.41263580322266,122.19157106726716,121.0231681712004,122.08252060572528,6100200
2013-10-31,120.96089935302734,121.65415153442939,120.8129115787438,121.21016444035163,8157400
2013-11-01,121.40487670898438,121.630762754227,120.79730802386398,121.18677573922892,5909900
2013-11-04,121.56060028076172,121.79428316957535,121.14776566095334,121.71638491143565,4042500
2013-11-05,121.42826843261719,121.65415452364331,120.63375080426555,120.953117248142,5442800
2013-11-06,122.46427154541016,122.51879086381909,121.80217144702594,121.8956518131228,7548400
2013-11-07,121.39704132080078,122.91596240408877,121.26461189312369,122.85364616918382,10211000
2013-11-08,122.674560546875,122.674560546875,121.18679083629257,121.2491071047875,7594900
2013-11-11,122.76805877685547,122.86152725945658,122.40974311752487,122.54995772704233,3795200
2013-11-12,122.5810775756836,122.85370975880758,122.19160982014226,122.62002672836026,4094800
2013-11-13,123.11847686767578,123.16521107078815,121.90334004433024,121.91892207390305,5062900
2013-11-14,123.64037322998047,123.70268946835336,123.03280476285386,123.1496521669057,6931000
2013-11-15,124.3177490234375,124.3177490234375,123.67781517047652,123.74806023557919,6529100
2013-11-18,124.4271011352539,124.8251012425596,124.13835665983434,124.6378126781667,5236000
2013-11-19,124.3412094116211,124.8094425529745,124.15390901029997,124.53630953084324,5017300
2013-11-20,123.9041976928711,124.77044277294421,123.57643089337954,124.51290916449358,8401100
2013-11-21,124.75483703613281,124.77044838194391,124.21635873134419,124.31000299027514,4579900
2013-11-22,125.17620849609375,125.19961955341783,124.45824161957226,124.73138649897203,4466400
2013-11-25,125.34011840820312,125.52741880554753,125.09819617077869,125.49619611867378,5114400
2013-11-26,125.25428009033203,125.6210692775018,125.22306930987713,125.28549087078694,5231300
2013-11-27,125.52745819091797,125.59769139647116,125.18407997536491,125.48062414591277,6272800
2013-11-29,125.42606353759766,126.09720894810698,125.31680786183918,125.73041948492306,2887900
2013-12-02,124.8016357421875,125.51960271116468,124.63775831981569,125.45716924760593,5655700
2013-12-03,124.07588958740234,124.56753384383896,123.66227824235257,124.26317810110484,8660700
2013-12-04,123.89641571044922,124.48952788684086,123.17064874677433,123.6623050176316,7138200
2013-12-05,123.39698028564453,123.99789228262698,123.31113571464704,123.65451399863701,5823000
2013-12-06,124.98896789550781,125.0045673343875,124.18515619836556,124.49731168751977,6345300
2013-12-09,125.04364013671875,125.2777628019138,124.9499958338301,125.09046228816308,3967700
2013-12-10,124.64551544189453,125.01230447248005,124.58308199967131,124.68453783177924,4047600
2013-12-11,123.545166015625,124.78599959883712,123.48273256447452,124.73917748746507,7906700
2013-12-12,122.88970184326172,123.63887986302488,122.57754631968872,123.46720266063868,7078700
2013-12-13,123.0302505493164,123.27998466159363,122.60103939430398,122.94440593671834,8886500
2013-12-16,124.0057373046875,124.37252679585238,123.49848132310703,123.59212565005076,7076500
2013-12-17,123.91204071044922,124.31004084005622,123.60768486828587,124.29444139746325,6001100
2013-12-18,126.23759460449219,126.2610056694533,123.38913722652292,124.20856022406562,15330700
2013-12-19,126.33130645751953,126.43275048107692,125.86306113596491,126.01913894049206,8018300
2013-12-20,126.74188232421875,127.1486863643581,126.4289634853968,126.43678227838636,7978200
2013-12-23,127.21920013427734,127.39913996075241,126.99233557263756,127.18009419879027,4992800
2013-12-24,127.6417007446289,127.7199245813127,127.1957783208292,127.29748243933155,2462000
2013-12-26,128.65867614746094,128.68214448670946,127.97023969723665,127.98588923576911,4971600
2013-12-27,128.66641235351562,129.0184491533613,128.47083502725772,128.89327679965402,6176900
2013-12-30,128.76025390625,128.83065886144328,128.6116132650044,128.7289667940829,4043600
2013-12-31,129.44871520996094,129.48000232828284,128.93238822945906,129.03409225391636,5667800
2014-01-02,128.3848419189453,129.0889158553199,128.17361496319361,128.91680677094416,9291100
2014-01-03,128.6038818359375,128.97938712248398,128.33006868583405,128.6117006350184,6127600
2014-01-06,128.2126922607422,129.127992863215,128.07188229286695,129.07323741029506,7446800
2014-01-07,129.05755615234375,129.30788890161278,128.7055193821042,128.8150421981141,5387200
2014-01-08,128.572509765625,128.94801480410734,128.22829183989538,128.8463107977536,9461800
2014-01-09,128.4474639892578,129.07331429472103,127.92331779034913,129.04201521404192,8212900
2014-01-10,128.4395294189453,128.8385147838996,127.92321437615065,128.7368107595635,7497200
2014-01-13,126.9218978881836,128.51780401976984,126.84366216315374,128.2205225891712,10676100
2014-01-14,127.86849212646484,127.88414165967637,127.02359638948595,127.31305903696614,7335400
2014-01-15,128.7446746826172,128.9246025175967,127.97800281043556,128.03277020291787,7780800
2014-01-16,128.28305053710938,128.55686351329823,127.92319501438774,128.47080902967517,5170900
2014-01-17,128.46554565429688,128.86484308158987,128.09756075301692,128.23848504025472,8013200
2014-01-21,128.1915740966797,129.22506717141437,127.45560392772475,129.20940492721755,9675200
2014-01-22,127.98802185058594,128.24639513772343,127.6122115905645,128.21507064709252,5418100
2014-01-23,126.60993194580078,127.17364086828675,126.1088480560937,127.17364086828675,9456000
2014-01-24,124.0810775756836,125.96797724389144,124.0810775756836,125.82705292682455,14663200
2014-01-27,123.72095489501953,124.57436195811125,123.32164535506968,124.26118878074632,14215300
2014-01-28,124.4412612915039,124.62133526902362,123.92451480283954,124.07327624170874,8308000
2014-01-29,123.00056457519531,123.90094581663462,122.72652926860965,123.43901150830602,14271200
2014-01-30,123.8383560180664,124.3081275949796,123.21199789777799,123.94014264731467,7864700
2014-01-31,122.72660064697266,123.47039583729331,122.0219550870457,122.31946599510005,10693100
2014-02-03,120.20548248291016,122.73439017478546,119.98625895247562,122.58564073732278,18172800
2014-02-04,120.6361083984375,120.98843108783254,119.994088076031,120.53432177493724,11853400
2014-02-05,120.7144546508789,120.97282793510476,119.884534860404,120.35430664023147,11603200
2014-02-06,122.24897003173828,122.25679517693776,121.12152789011385,121.12152789011385,10426200
2014-02-07,123.53289031982422,123.54855254326802,122.17840068794897,122.57769778494541,11528500
2014-02-10,123.50951385498047,123.56432571286032,123.02409201335581,123.51733900034039,4790700
2014-02-11,125.08326721191406,125.3416404507318,123.65831377130812,123.75226333204527,7620400
2014-02-12,125.04414367675781,125.62351529592232,124.75444592038369,125.27119245649679,5249600
2014-02-13,125.49823760986328,125.63917390963616,124.18289586153803,124.2220454974078,5085000
2014-02-14,126.51602935791016,126.70394038400926,125.19285092275007,125.33378717902137,5824400
2014-02-18,126.3750228881836,126.6490461829576,126.15579947365237,126.60207144366949,4966400
2014-02-19,125.67829895019531,127.10325223201689,125.56868715928597,126.0697713386986,8245400
2014-02-20,126.29678344726562,126.61779357998975,125.34942723197875,125.70957503477375,7035600
2014-02-21,126.24576568603516,126.88166372434729,126.09660205154901,126.45773569183602,5268200
2014-02-24,126.91305541992188,127.72166787320734,126.3713610236437,126.41061649769509,6704400
2014-02-25,126.78753662109375,127.36848692180179,126.49706746028858,126.97595584867148,6067800
2014-02-26,127.05442810058594,127.38415269503804,126.60694900064922,126.95237818886433,5032900
2014-02-27,127.61170196533203,127.61954826495487,126.68532350925062,126.89729338990132,5292500
2014-02-28,127.98078918457031,128.56958558607207,127.18786903059478,127.61965545418144,10010400
2014-03-03,126.7795639038086,127.32910446244024,125.99450254031031,126.85806285270698,9144400
2014-03-04,128.4595947265625,128.75006359771334,128.00425769829982,128.06706404486215,7947500
2014-03-05,128.2398223876953,128.60880231308798,128.1299142383713,128.5773931395155,4968400
2014-03-06,128.82080078125,128.99351535286513,128.56172892382727,128.6088426989807,4651800
2014-03-07,129.01702880859375,129.448815112322,128.60094709202565,129.3467532644162,7381900
2014-03-10,128.7421875,128.87564646339962,128.1062778803906,128.78928925424893,3995400
2014-03-11,128.29473876953125,129.13476025821228,128.05137164038797,128.96989208542243,5198700
2014-03-12,128.1456298828125,128.41255998980526,127.54898724766515,127.69815090122498,5250800
2014-03-13,126.43416595458984,128.77364603667687,126.22219598038374,128.54598345629898,9500500
2014-03-14,126.12018585205078,126.86600421908851,125.90822777003397,126.18299223975362,8603100
2014-03-17,127.47047424316406,127.70599516717692,126.65401528289016,126.7089633770078,6641400
2014-03-18,128.1848907470703,128.4675134764419,127.61179898273912,127.72170715643404,7094600
2014-03-19,127.32920837402344,128.41259777309742,126.51273718138651,128.16921848936252,7936400
2014-03-20,128.2005157470703,128.33397473376695,126.77169839699141,127.06217923070534,6616200
2014-03-21,127.8954086303711,129.13008102000336,127.81676187952166,128.55599813819254,7629500
2014-03-24,127.74607849121094,128.54823032507446,127.22703836342762,128.28871026118279,6336000
2014-03-25,128.4931640625,128.75268410397766,127.8483058986785,128.47743230246036,5991100
2014-03-26,127.65940856933594,129.23224670312956,127.65154869859592,129.02778206566535,6133800
2014-03-27,127.62020111083984,127.93476422333943,127.0382461529207,127.59660947739306,7713700
2014-03-28,128.06849670410156,128.83132503373412,127.65169508067139,127.87975159167763,4536000
2014-03-31,129.1615753173828,129.3345886106571,128.6897186993961,128.75263371511514,6368400
2014-04-01,129.71987915039062,130.00299061770107,129.42890780891884,129.49968267579447,4076100
2014-04-02,130.05026245117188,130.20755604000834,129.56268592526376,129.90871262099833,5597700
2014-04-03,130.02667236328125,130.34910742449836,129.72784094052395,130.32551578585478,4452600
2014-04-04,128.8784637451172,130.5928529241461,128.64253543612648,130.5535295393456,10559700
2014-04-07,127.52586364746094,128.9178183373816,127.49440012915052,128.64257855115503,8624100
2014-04-08,127.65940856933594,127.9739713961736,127.04600265714063,127.47853554389441,5930000
2014-04-09,129.0514678955078,129.0829194012326,127.73813653512761,128.18640149043307,6008300
2014-04-10,126.98320007324219,129.2166293198842,126.82591852062757,129.06720764496566,9981500
2014-04-11,125.84295654296875,126.86530514426947,125.73285820127909,126.35412484370949,11067500
2014-04-14,126.96745300292969,127.10114290651678,126.039483554568,126.67648156569963,6270600
2014-04-15,127.68314361572266,127.7696502902517,126.12603547401594,127.14051193002373,8489000
2014-04-16,128.98858642578125,128.99644630430345,128.1313796742812,128.52458959705228,5864200
