Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,32.869998931884766,32.869998931884766,32.869998931884766,32.869998931884766,20.75676155090332,0
2009-01-05,35.16999816894531,36.59000015258789,30.56999969482422,36.59000015258789,23.105863571166992,26338
2009-01-06,36.59000015258789,36.59000015258789,33.93000030517578,36.56999969482422,23.09323501586914,24377
2009-01-07,34.70000076293945,34.869998931884766,32.209999084472656,32.209999084472656,20.339984893798828,16672
2009-01-08,33.599998474121094,33.810001373291016,30.15999984741211,30.15999984741211,19.045440673828125,31357
2009-01-09,32.43000030517578,32.52000045776367,32.02000045776367,32.220001220703125,20.346294403076172,18391
2009-01-12,31.6299991607666,34.189998626708984,31.600000381469727,34.189998626708984,21.590314865112305,13977
2009-01-13,34.189998626708984,34.189998626708984,31.65999984741211,32.65999984741211,20.6241455078125,11554
2009-01-14,32.65999984741211,34.77000045776367,32.4900016784668,34.77000045776367,21.95656967163086,13520
2009-01-15,34.77000045776367,34.77000045776367,30.950000762939453,31.0,19.575889587402344,29872
2009-01-16,31.200000762939453,31.389999389648438,30.0,30.0,18.944408416748047,14165
2009-01-19,31.450000762939453,33.72999954223633,31.3799991607666,33.72999954223633,21.29983139038086,8872
2009-01-20,30.6299991607666,32.84000015258789,30.530000686645508,32.84000015258789,20.737815856933594,27774
2009-01-21,30.399999618530273,30.549999237060547,30.010000228881836,30.5,19.260147094726562,29100
2009-02-02,30.399999618530273,33.040000915527344,30.399999618530273,33.040000915527344,20.86410903930664,7841
2009-02-03,30.719999313354492,31.649999618530273,30.719999313354492,31.469999313354492,19.8726863861084,16223
2009-02-04,29.270000457763672,31.84000015258789,29.270000457763672,31.690000534057617,20.01161003112793,16252
2009-02-05,33.900001525878906,33.900001525878906,31.389999389648438,31.43000030517578,19.847423553466797,14257
2009-02-06,31.770000457763672,32.54999923706055,31.770000457763672,32.20000076293945,20.333667755126953,22990
2009-02-09,29.950000762939453,34.77000045776367,29.950000762939453,34.77000045776367,21.95656967163086,28135
2009-02-10,32.54999923706055,34.97999954223633,32.400001525878906,34.97999954223633,22.089174270629883,17374
2009-02-11,34.97999954223633,34.97999954223633,30.93000030517578,30.93000030517578,19.531681060791016,14060
2009-02-12,33.130001068115234,34.61000061035156,32.25,34.61000061035156,21.855533599853516,17087
2009-02-13,34.61000061035156,34.61000061035156,30.09000015258789,33.279998779296875,21.015661239624023,17924
2009-02-16,33.279998779296875,35.529998779296875,33.029998779296875,35.529998779296875,22.436492919921875,9781
2009-02-17,35.529998779296875,35.529998779296875,32.2400016784668,32.439998626708984,20.485219955444336,12662
2009-02-18,31.0,32.54999923706055,30.219999313354492,30.219999313354492,19.08333396911621,13810
2009-02-19,32.18000030517578,35.220001220703125,31.940000534057617,35.220001220703125,22.240739822387695,15551
2009-02-20,32.29999923706055,34.34000015258789,32.0,34.34000015258789,21.68503189086914,24878
2009-02-23,34.34000015258789,34.34000015258789,29.860000610351562,32.439998626708984,20.485219955444336,15467
2009-02-24,31.799999237060547,34.40999984741211,31.65999984741211,34.40999984741211,21.72924041748047,22044
2009-02-25,32.5,32.95000076293945,32.400001525878906,32.7400016784668,20.674663543701172,19672
2009-02-26,32.7400016784668,33.0,32.560001373291016,32.79999923706055,20.712553024291992,23652
2009-02-27,30.510000228881836,33.09000015258789,30.510000228881836,33.04999923706055,20.87042236328125,11089
2009-03-02,35.36000061035156,35.36000061035156,31.75,31.93000030517578,20.163169860839844,37820
2009-03-03,34.15999984741211,34.15999984741211,31.299999237060547,31.950000762939453,20.175796508789062,18194
2009-03-04,29.719999313354492,32.75,29.719999313354492,32.75,20.680978775024414,25616
2009-03-05,35.040000915527344,35.040000915527344,33.0,33.45000076293945,21.123014450073242,22365
2009-03-06,31.110000610351562,36.02000045776367,31.110000610351562,36.02000045776367,22.745922088623047,14037
2009-03-09,33.70000076293945,33.70000076293945,32.970001220703125,33.31999969482422,21.040924072265625,9851
2009-03-10,35.650001525878906,35.650001525878906,33.02000045776367,33.47999954223633,21.141958236694336,7245
2009-03-11,35.81999969482422,35.81999969482422,33.86000061035156,34.25,21.62820053100586,32167
2009-03-12,36.63999938964844,36.63999938964844,33.95000076293945,34.04999923706055,21.501903533935547,19076
2009-03-13,31.670000076293945,35.349998474121094,31.670000076293945,35.0,22.101808547973633,41024
2009-03-16,35.060001373291016,35.619998931884766,35.060001373291016,35.529998779296875,22.436492919921875,38765
2009-03-17,38.0099983215332,38.0099983215332,35.29999923706055,36.16999816894531,22.84064292907715,32108
2009-03-18,36.0,36.310001373291016,35.93000030517578,36.099998474121094,22.79643440246582,21639
2009-03-19,35.0,36.59000015258789,35.0,35.900001525878906,22.670146942138672,35387
2009-03-20,38.40999984741211,38.40999984741211,35.380001068115234,35.41999816894531,22.367033004760742,36163
2009-03-23,35.41999816894531,36.56999969482422,35.41999816894531,36.56999969482422,23.09323501586914,19379
2009-03-24,34.02000045776367,37.5,34.02000045776367,37.400001525878906,23.61736488342285,24953
2009-03-25,35.0,38.060001373291016,35.0,37.81999969482422,23.882583618164062,16178
2009-03-26,40.459999084472656,40.459999084472656,37.630001068115234,38.099998474121094,24.059391021728516,36731
2009-03-27,40.7599983215332,40.7599983215332,35.439998626708984,37.77000045776367,23.851009368896484,24824
2009-03-30,40.40999984741211,40.40999984741211,35.130001068115234,36.290000915527344,22.916419982910156,33667
2009-03-31,33.75,37.2400016784668,33.75,36.63999938964844,23.137439727783203,16970
2009-04-02,35.0,38.58000183105469,35.0,38.58000183105469,24.36251449584961,18580
2009-04-03,35.880001068115234,38.86000061035156,35.880001068115234,38.599998474121094,24.375141143798828,18259
2009-04-06,36.0,39.33000183105469,35.900001525878906,38.790000915527344,24.4951229095459,14735
